,seconds_interaction,dyad_01_MG_P1P2,dyad_02_MG_P1P2,dyad_03_MG_P1P2,dyad_04_MG_P1P2,dyad_05_MG_P1P2,dyad_06_MG_P1P2,dyad_07_MG_P1P2,dyad_08_MG_P1P2,dyad_09_MG_P1P2,dyad_10_MG_P1P2,dyad_11_MG_P1P2
230993,410.91,,,,,,,,,,,0.0
230994,410.911,,,,0.0,,,,,,,
230995,410.912,,,,0.0,,,,,,,
230996,410.913,,0.0,,,,,,,,,
230997,410.914,,,,,,1.0,,,,,
230998,410.917,,,,,,,,0.0,,,
230999,410.92,,,0.0,,,,,,,,
231000,410.921,,,,,1.0,,,,,,
231001,410.922,0.0,,,,,,0.0,,,,
231002,410.923,,0.0,,,,1.0,,,,,
231003,410.924,,0.0,,,,,,,,,
231004,410.926,,,,0.0,,,,,0.0,,
231005,410.93,,,,,,,,,,,0.0
231006,410.931,0.0,,,,,,,,,,
231007,410.934,,,,,,,,0.0,,,
231008,410.935,,0.0,,,,,,,,,
231009,410.936,,,,,1.0,1.0,,,,,
231010,410.937,,,,,,1.0,,,,,
231011,410.94,0.0,,,,,,0.0,,,,
231012,410.941,,,0.0,,,,,,,,
231013,410.942,,,,0.0,,,,,,,
231014,410.946,,,,,,,,,0.0,,
231015,410.947,,0.0,,,,,,,,,0.0
231016,410.948,,0.0,,,,,,,,,
231017,410.95,,,,,,,,0.0,,,
231018,410.951,0.0,,,,,,,,,,
231019,410.952,,,,,1.0,1.0,,,,,
231020,410.953,,,,,,,0.0,,,,
231021,410.958,,,0.0,,,,,,,,
231022,410.959,,0.0,,,,,,,,,
231023,410.96,,0.0,,,,,,,,,
231024,410.962,0.0,,,0.0,,,,,,,
231025,410.963,,,,,,,,,,,0.0
231026,410.968,,,,,,,0.0,0.0,,,
231027,410.969,,,,,1.0,1.0,,,0.0,,
231028,410.973,0.0,,,,,,,,,,
231029,410.975,,0.0,,,,,,,,,
231030,410.976,,0.0,0.0,,,,,,,,
231031,410.979,,,,,,,,,,,0.0
231032,410.98,,,,0.0,,,,,,,
231033,410.981,,,,0.0,,,0.0,,,,
231034,410.983,,,,,1.0,,,0.0,,,
231035,410.984,0.0,,,,1.0,1.0,,,,,
231036,410.987,,0.0,,,,,,,,,
231037,410.994,,,,,,,0.0,,,,
231038,410.995,0.0,,,,,,,,0.0,,
231039,410.996,,,0.0,0.0,,,,,,,
231040,410.998,,,,,1.0,,,,,,0.0
231041,410.999,,,,,,,,0.0,,,
231042,411.001,,0.0,,,,,,,,,
231043,411.002,,,,,,1.0,,,,,
231044,411.006,0.0,,,,,,,,,,
231045,411.009,,,,,,,0.0,,,,
231046,411.011,,,,,,,,,,,0.0
231047,411.012,,,,,1.0,,,,,,
231048,411.013,,0.0,0.0,,,,,,,,
231049,411.016,,,,,,,,0.0,,,
231050,411.017,0.0,,,,,1.0,,,,,
231051,411.019,,,,0.0,,,,,,,
231052,411.022,,,,,,,,,0.0,,
231053,411.024,,0.0,,,,,,,,,0.0
231054,411.025,,0.0,,,,,,,,,
231055,411.027,,,,,1.0,,,,,,
231056,411.028,0.0,,,,,,,,,,
231057,411.029,,,,,,,0.0,,,,
231058,411.03,,,0.0,,,,,,,,
231059,411.032,,,,,,1.0,,,,,
231060,411.034,,,,,,,,0.0,,,
231061,411.035,,0.0,,0.0,,,,,,,
231062,411.036,,0.0,,,,,,,,,
231063,411.038,,,,,,,,,,,0.0
231064,411.04,0.0,,,,,,,,,,
231065,411.043,,,,0.0,,,,,,,
231066,411.044,,,,,,,0.0,,0.0,,
231067,411.046,,,,,,1.0,,,,,
231068,411.047,,0.0,,,1.0,,,,,,
231069,411.048,0.0,,0.0,,,,,,,,
231070,411.05,,,,,,,,0.0,,,
231071,411.053,,,,,,,,,,,0.0
231072,411.057,0.0,,,,,,,,,,
231073,411.058,,0.0,,,,,,,,,
231074,411.059,,0.0,,,,1.0,,,,,
231075,411.061,,,,0.0,1.0,,,,,,
231076,411.062,,,,,,,0.0,,,,
231077,411.065,,,0.0,,,,,,,,0.0
231078,411.067,0.0,,,,,,,,0.0,,
231079,411.068,,,,,,,,0.0,0.0,,
231080,411.073,,,,,,1.0,,,,,
231081,411.075,,,,,,,0.0,,,,
231082,411.076,0.0,,,,,,,,,,
231083,411.077,,,,0.0,,,,,,,
231084,411.082,,,,,1.0,,,,,,
231085,411.083,,0.0,,,,,,,,,
231086,411.085,0.0,,0.0,,,,,,,,
231087,411.086,,,0.0,,,,,0.0,,,0.0
231088,411.088,,,,,,,,,0.0,,
231089,411.09,,,,,,,0.0,,,,
231090,411.092,,,,,,1.0,,,,,
231091,411.095,0.0,,,,,,,,,,
231092,411.096,,,,0.0,1.0,,,,,,
231093,411.1,,0.0,,,,,,,,,0.0
231094,411.101,,0.0,,,,,,,,,
231095,411.106,0.0,,,,,1.0,,,,,
231096,411.107,,,0.0,,,,0.0,0.0,,,
231097,411.11,,,,,,,,,0.0,,
231098,411.111,,,,,1.0,,,,0.0,,
231099,411.113,,0.0,,,,,,,,,
231100,411.117,0.0,,,,,,,,,,
231101,411.118,,,,0.0,,,,,,,
231102,411.119,,,,0.0,,,,,,,
231103,411.12,,,,,,,,,,,0.0
231104,411.121,,,,,,1.0,,0.0,,,
231105,411.126,,0.0,,,0.0,,0.0,,,,
231106,411.127,,0.0,,,,,0.0,,,,
231107,411.128,0.0,,,,,,,,,,
231108,411.131,,,0.0,,,,,,,,
231109,411.132,,,,,,,,,0.0,,
231110,411.134,,,,,,,,,,,0.0
231111,411.135,,,,,,1.0,0.0,,,,
231112,411.136,,,,0.0,,,,0.0,,,
231113,411.138,,0.0,,,,,,,,,
231114,411.14,0.0,,,,,,,,,,
231115,411.146,,,,,,,,,,,0.0
231116,411.147,,,,,0.0,,,,,,
231117,411.148,,,0.0,,0.0,,0.0,,,,
231118,411.149,,0.0,,,,,,,,,
231119,411.151,0.0,,,1.0,,1.0,,,,,
231120,411.157,,,,,,,,0.0,,,
231121,411.158,,,,,,,,,0.0,,
231122,411.159,,,,,,,,,,,0.0
231123,411.161,0.0,,,,0.0,,,,,,
231124,411.162,,,,,0.0,,0.0,,,,
231125,411.164,,,1.0,,,,,,,,
231126,411.166,,,,,,1.0,,,,,
231127,411.167,,0.0,,1.0,,,,,,,
231128,411.168,,0.0,,,,,,,,,
231129,411.171,,,,,,,,0.0,,,
231130,411.172,,,,,,,,0.0,,,0.0
231131,411.173,0.0,,,,,,,,,,0.0
231132,411.179,,,,,,,,,0.0,,
231133,411.18,,0.0,,,0.0,,0.0,,,,
231134,411.181,,0.0,,,,1.0,,,,,
231135,411.185,,,1.0,1.0,,,,,,,0.0
231136,411.186,,,,1.0,,,,0.0,,,
231137,411.192,,0.0,,,,,,,,,
231138,411.193,0.0,,,,,,0.0,,,,
231139,411.195,,,,,,1.0,,,,,
231140,411.196,,,,,0.0,,,,,,
231141,411.198,,,,,,,,,,,0.0
231142,411.201,,,,,,,,0.0,,,
231143,411.202,0.0,0.0,,,,,,,,,
231144,411.203,,,1.0,,,,,,0.0,,
231145,411.206,,,,,,,0.0,,,,
231146,411.207,,,,1.0,,,,,,,
231147,411.208,,,,1.0,,,,,,,
231148,411.211,,,,,0.0,,,,,,
231149,411.212,0.0,,,,,,,,,,
231150,411.213,,0.0,,,,,,,,,
231151,411.215,,,,,,1.0,,0.0,,,
231152,411.219,,,,,,,,0.0,,,
231153,411.22,,,,,,,0.0,,,,0.0
231154,411.221,,,1.0,,,,,,,,
231155,411.223,,0.0,,1.0,,,,,,,
231156,411.224,,0.0,,,,,,,,,
231157,411.225,,,,,,,,,0.0,,
231158,411.226,0.0,,,,,,,,0.0,,0.0
231159,411.227,,,,,0.0,,,,,,0.0
231160,411.229,,,,,,1.0,,,,,
231161,411.234,,,,,,,,0.0,,,
231162,411.235,,0.0,,,,,,,,,
231163,411.236,0.0,,,,,,,,,,
231164,411.238,,,1.0,1.0,,,,,,,
231165,411.24,,,,,,,0.0,,,,
231166,411.241,,,,,,,,,,,0.0
231167,411.243,,,,,,1.0,,,,,
231168,411.245,0.0,,,,,,,,,,
231169,411.246,,0.0,,,,,,,,,
231170,411.247,,,,,0.0,,,,,,
231171,411.249,,,,,,,,,0.0,,
231172,411.254,0.0,,,1.0,,,,,,,0.0
231173,411.255,,,1.0,,,,0.0,,,,
231174,411.257,,,,,,1.0,,0.0,,,
231175,411.258,,0.0,,,,,,,,,
231176,411.26,,,,,0.0,,,,,,
231177,411.261,,,,,0.0,,,,,,
231178,411.263,0.0,,,,,,,,,,
231179,411.266,,,,,,,,,,,0.0
231180,411.269,,0.0,,,,,,,,,
231181,411.271,,,,,,,,0.0,,,
231182,411.272,,,,,,1.0,,,,,
231183,411.273,0.0,,,,,,,,0.0,,
231184,411.274,,,1.0,1.0,,,0.0,,,,
231185,411.275,,,1.0,,,,,,,,
231186,411.28,,0.0,,,0.0,,,,,,
231187,411.283,0.0,,,,,,,,,,
231188,411.286,,,,,,1.0,,0.0,,,0.0
231189,411.289,,,,,,,0.0,,,,
231190,411.294,,,,,0.0,,,,,,
231191,411.295,0.0,,1.0,,0.0,,,,,,
231192,411.296,,0.0,,1.0,,,,,,,
231193,411.297,,0.0,,,,,,,,,
231194,411.298,,,,,,,,,0.0,,
231195,411.299,,,,,,,,,,,0.0
231196,411.302,,,,,,1.0,,0.0,,,
231197,411.303,,,,,,,0.0,,,,
231198,411.306,0.0,,,,,,,,,,
231199,411.308,,0.0,,,,,,,,,
231200,411.309,,,,,0.0,,,,,,
231201,411.311,,,,1.0,,,,,,,
231202,411.312,,,,1.0,,,,,,,
231203,411.313,,,1.0,,,,,,,,0.0
231204,411.316,,,,,,1.0,0.0,,,,
231205,411.317,0.0,,,,,,,0.0,,,
231206,411.318,,0.0,,,,,,,,,
231207,411.319,,0.0,,,,,,,0.0,,
231208,411.325,,,,,0.0,,,,,,
231209,411.326,,,,1.0,,,,,,,0.0
231210,411.328,0.0,,,,,,,,,,
231211,411.329,,0.0,,,,,,,,,
231212,411.33,,0.0,,,,,0.0,,,,
231213,411.334,,,,,,,,0.0,,,
231214,411.336,,,1.0,,,,,,,,
231215,411.337,,,,,,1.0,,,,,
231216,411.339,,,,,0.0,,,,,,0.0
231217,411.34,0.0,0.0,,,,,,,,,
231218,411.341,,0.0,,1.0,,,,,,,
231219,411.342,,,,,,,,,0.0,,
231220,411.35,0.0,,,,,1.0,,,,,
231221,411.351,,,,,,,0.0,,,,
231222,411.352,,0.0,,,,,,,,,0.0
231223,411.353,,,1.0,,,,,,,,
231224,411.357,,,,,0.0,,,0.0,,,
231225,411.358,,,,,0.0,,,,,,
231226,411.361,,0.0,,,,,,,,,
231227,411.362,0.0,,,,,,,,,,
231228,411.363,,,,1.0,,,,,0.0,,
231229,411.365,,,,,,1.0,0.0,,,,0.0
231230,411.366,,,,1.0,,,,,,,
231231,411.37,,,1.0,,,,,,,,
231232,411.372,,,,,0.0,,,0.0,,,
231233,411.373,0.0,0.0,,,,,,,,,
231234,411.38,,,,,,1.0,,,,,
231235,411.384,0.0,0.0,,1.0,,,0.0,,,,
231236,411.385,,,,1.0,,,,,,,
231237,411.386,,,,,,,,,,,0.0
231238,411.387,,,1.0,,,,,0.0,0.0,,0.0
231239,411.388,,,,,,,,,0.0,,
231240,411.391,,,,,0.0,,,,,,
231241,411.394,,,,,,1.0,,,,,
231242,411.395,0.0,,,,,,,,,,
231243,411.398,,,,,,,0.0,,,,
231244,411.4,,,,,,,,,,,0.0
231245,411.401,,0.0,,,,,,,,,
231246,411.402,,0.0,,,,,,,,,
231247,411.403,,,,,,,,0.0,,,
231248,411.406,0.0,,,1.0,,,,,,,
231249,411.407,,,1.0,1.0,,,,,,,
231250,411.408,,,1.0,,,,,,,,
231251,411.409,,,,,0.0,,,,0.0,,
231252,411.412,,0.0,,,,,0.0,,,,
231253,411.414,,,,,,1.0,,,,,
231254,411.417,0.0,,,,,,,,,,
231255,411.419,,,,,0.0,,,,,,0.0
231256,411.423,,0.0,,1.0,,,,,,,
231257,411.424,,0.0,,,,,,0.0,,,
231258,411.425,,,,,,,0.0,,,,
231259,411.428,0.0,,,,,1.0,,,,,
231260,411.43,,,1.0,,,,,,,,
231261,411.432,,,,,,,,,0.0,,0.0
231262,411.433,,,,,0.0,,,,,,
231263,411.434,,,,,0.0,,,,,,
231264,411.435,,0.0,,,,,,,,,
231265,411.438,,,,1.0,,,1.0,,,,
231266,411.439,,,,,,,1.0,,,,
231267,411.44,0.0,,,,,,,,,,
231268,411.445,,0.0,,,,,,0.0,,,0.0
231269,411.446,,0.0,,,,,,,,,
231270,411.448,,,,,0.0,1.0,,,,,
231271,411.45,0.0,,,,,,,,,,
231272,411.451,,,1.0,,,,,,,,
231273,411.452,,,,,,,1.0,,,,
231274,411.454,,,,1.0,,,,,0.0,,
231275,411.456,,0.0,,,,,,,,,
231276,411.457,,0.0,,,,,,,,,
231277,411.458,,,,,,,,,,,0.0
231278,411.461,,,,,,,,0.0,,,
231279,411.462,0.0,,,,,,,,,,
231280,411.463,,,,,,1.0,,,,,
231281,411.468,,0.0,,,,,,,,,
231282,411.47,,,,,0.0,,,,,,
231283,411.473,0.0,,,,,,,,,,0.0
231284,411.474,,,1.0,,,,1.0,,,,
231285,411.475,,,,1.0,,,,,,,
231286,411.477,,,,,,,,0.0,0.0,,
231287,411.479,,0.0,,,,,,,,,
231288,411.481,,,,,,1.0,,,,,
231289,411.483,,,,,0.0,,,,,,
231290,411.484,0.0,,,,,,,,,,
231291,411.486,,,,,,,,,,,0.0
231292,411.487,,,,,,,,,,,0.0
231293,411.488,,,,,,,1.0,,,,
231294,411.489,,,,,,,1.0,,,,
231295,411.49,,,,1.0,,,,0.0,,,
231296,411.491,,0.0,,1.0,,,,,,,
231297,411.495,0.0,,,,,,,,,,
231298,411.497,,,1.0,,,,,,,,
231299,411.498,,,,,0.0,,,,,,
231300,411.499,,,,,0.0,1.0,,,,,0.0
231301,411.501,,0.0,,,,,,,,,
231302,411.502,,0.0,,,,,,,,,
231303,411.505,,,,1.0,,,,,,,
231304,411.506,0.0,,,,,,,,,,
231305,411.507,,,,,,,1.0,,0.0,,
231306,411.512,,,,,,,,0.0,,,
231307,411.513,,0.0,,,0.0,,,,,,
231308,411.514,,0.0,,,,,,,,,
231309,411.517,0.0,,,,,,,,,,
231310,411.518,0.0,,,,,1.0,,,,,
231311,411.519,,,1.0,,,1.0,,,,,0.0
231312,411.52,,,,,,,0.0,,,,0.0
231313,411.521,,,,1.0,,,,,,,
231314,411.524,,0.0,,,,,,,,,
231315,411.528,0.0,,,,,,,,0.0,,
231316,411.529,,,,,,,,0.0,,,
231317,411.533,,,,,0.0,,,,,,0.0
231318,411.534,,,,,,,0.0,,,,
231319,411.535,,0.0,,,,,,,,,
231320,411.536,,,1.0,,,,,,,,
231321,411.537,,,,,,1.0,,,,,
231322,411.539,0.0,,,,,,,,,,
231323,411.54,,,,1.0,,,,,,,
231324,411.545,,,,,,,,0.0,,,
231325,411.546,,0.0,,,,,,,,,0.0
231326,411.547,,,,,0.0,,0.0,,,,
231327,411.55,0.0,,,,,,,,0.0,,
231328,411.554,,,1.0,,,,,,,,
231329,411.557,,,,,,1.0,,,,,
231330,411.559,,,,,,,,,,,0.0
231331,411.561,0.0,0.0,,,0.0,,0.0,0.0,,,
231332,411.562,,,,1.0,,,,,,,
231333,411.563,,,,1.0,,,,,,,
231334,411.569,,,,,,1.0,,,,,
231335,411.57,,,1.0,,,,,,,,
231336,411.571,,,1.0,,,,,,,,
231337,411.572,,,,,,,,,,,0.0
231338,411.573,0.0,,,,,,,,0.0,,
231339,411.574,,,,,,,,,0.0,,
231340,411.575,,,,,,,1.0,,,,
231341,411.576,,,,,,,,0.0,,,
231342,411.578,,,,1.0,,,,,,,
231343,411.58,,,,,0.0,,,,,,
231344,411.582,,0.0,,,,,,,,,
231345,411.583,0.0,0.0,,,,1.0,,,,,
231346,411.584,0.0,0.0,,,,,,,,,
231347,411.585,,,,,,,,,,,0.0
231348,411.589,,,1.0,,,,,,,,
231349,411.594,,,,1.0,0.0,,,,0.0,,
231350,411.595,0.0,,,,,,,0.0,,,
231351,411.596,,,,,,,1.0,0.0,,,
231352,411.598,,,,,,,,,,,0.0
231353,411.603,,,,,,1.0,,,,,
231354,411.606,0.0,,,,,,,,,,
231355,411.607,,,1.0,,,,,,,,
231356,411.608,,,,,0.0,,,,,,
231357,411.609,,,,,,,1.0,,,,
231358,411.611,,,,1.0,,,,,,,
231359,411.612,,,,,,,,0.0,,,
231360,411.613,,0.0,,,,,,,,,
231361,411.614,,0.0,,,,,,,,,
231362,411.617,0.0,,,,,,,,,,
231363,411.618,,,,,,1.0,,,,,
231364,411.619,,,,,,,,,,,0.0
231365,411.62,,,,,,,,,0.0,,
231366,411.621,,,,,,,,,0.0,,
231367,411.622,,,,,0.0,,,,,,
231368,411.624,,,1.0,,,,,,,,
231369,411.627,,0.0,,,,,,,,,
231370,411.628,,0.0,,,,,1.0,,,,
231371,411.629,0.0,,,,,,,,,,
231372,411.63,,,,1.0,,,,,,,
231373,411.632,,,,,,,,,,,0.0
231374,411.634,,,,,,,,0.0,,,
231375,411.636,,,,,0.0,1.0,,,,,
231376,411.639,0.0,,,,,,,,,,
231377,411.64,,,1.0,,,,,,,,
231378,411.643,,,,,,,1.0,,,,
231379,411.645,,0.0,,1.0,,,,,,,
231380,411.646,,0.0,,,,,,,0.0,,
231381,411.649,,,,,,1.0,,0.0,,,
231382,411.651,0.0,,,,,,,,,,
231383,411.652,,,,,,,,,,,0.0
231384,411.656,,0.0,,,,,,,,,
231385,411.657,,0.0,1.0,,,,1.0,,,,
231386,411.658,,,,,0.0,,,,,,
231387,411.662,0.0,,,,,,,,,,
231388,411.664,,,,,,1.0,,,,,
231389,411.665,,,,,,,,,,,0.0
231390,411.666,,,,1.0,,,,0.0,,,
231391,411.668,,0.0,,,,,,,,,
231392,411.671,,,,,,,,,0.0,,
231393,411.673,0.0,,,,0.0,,1.0,,,,
231394,411.675,,,1.0,,,,,,,,
231395,411.678,,,,,,1.0,,,,,0.0
231396,411.679,,0.0,,,,,,,,,
231397,411.68,,,,,,,,,0.0,,
231398,411.681,,,,,,,,0.0,,,
231399,411.682,,,,1.0,,,,,,,
231400,411.684,0.0,,,,,,,,,,
231401,411.686,,,,,,,1.0,,,,
231402,411.69,,0.0,,,,,,,,,
231403,411.691,,0.0,,,,1.0,,,,,
231404,411.692,,,,,0.0,,,,,,
231405,411.694,,,,,,,,,,,0.0
231406,411.695,0.0,,,,,,,,,,
231407,411.697,,,1.0,,,,,,,,
231408,411.699,,,,1.0,,,,,,,
231409,411.7,,,,,,,,,0.0,,
231410,411.701,,,,,,,,0.0,,,
231411,411.702,,0.0,,,,,,,,,
231412,411.706,0.0,,,,0.0,1.0,1.0,,,,
231413,411.707,,,,,,,,,,,0.0
231414,411.713,,0.0,,,,,,,,,
231415,411.714,,,1.0,,,,,,,,
231416,411.715,,,1.0,,,,,,,,
231417,411.717,,,,,,,,0.0,,,
231418,411.719,,,,1.0,,,,,,,
231419,411.72,,,,,,,1.0,,,,
231420,411.722,,,,,0.0,,,,,,0.0
231421,411.723,,,,,,,,,,,0.0
231422,411.724,,0.0,,,,,,,0.0,,
231423,411.725,0.0,0.0,,,,,,,,,
231424,411.726,,,,,,1.0,,,,,
231425,411.732,,,1.0,,,,,,,,
231426,411.733,,,,,,,,0.0,,,
231427,411.734,0.0,,,,,,,,,,
231428,411.735,,,,,,,,,,,0.0
231429,411.736,,0.0,,1.0,0.0,,,,,,0.0
231430,411.737,,,,,0.0,,,,,,
231431,411.74,,,,,,,1.0,,,,
231432,411.741,,,,,,1.0,,,,,
231433,411.742,,,,,,1.0,,,,,
231434,411.744,0.0,,,,,,,,,,
231435,411.745,,,,,,,,,0.0,,
231436,411.746,,,,,,,,,0.0,,
231437,411.748,,0.0,,,,,,,,,
231438,411.749,,,1.0,,,,,0.0,,,
231439,411.75,,,,,,1.0,,,,,
231440,411.751,,,,1.0,,,,,,,
231441,411.752,,,,,,,0.0,,,,0.0
231442,411.753,0.0,,,,,,,,,,
231443,411.759,,0.0,,,0.0,,,,,,
231444,411.764,,,,,,1.0,,,,,
231445,411.765,,,,1.0,,,,,,,0.0
231446,411.766,,,,1.0,,,1.0,0.0,,,
231447,411.767,0.0,,,,,,,,,,
231448,411.768,,,1.0,,,,,,,,
231449,411.769,,0.0,,,,,,,0.0,,
231450,411.776,0.0,,,,,,,,,,
231451,411.778,,,,,,,,,,,0.0
231452,411.779,,,,,,1.0,0.0,,,,
231453,411.78,,,,,0.0,,,,,,
231454,411.781,,0.0,,,0.0,,,0.0,,,
231455,411.782,,0.0,,,,,,,,,
231456,411.785,0.0,,,1.0,,,,,,,
231457,411.786,,,1.0,,,,,,,,
231458,411.791,,,,,,,,,0.0,,
231459,411.792,,,,,,,0.0,,,,0.0
231460,411.793,,0.0,,,,1.0,,,,,
231461,411.795,0.0,,,,,,,,,,
231462,411.799,,,,,0.0,,,,,,
231463,411.8,,,,,0.0,,,,,,
231464,411.803,,0.0,,,,,,0.0,,,
231465,411.804,,,1.0,,,,,,,,0.0
231466,411.805,,,,,,,0.0,,,,
231467,411.806,0.0,,,,,1.0,,,,,
231468,411.807,,,,1.0,,,,,,,
231469,411.808,,,,1.0,,,,,,,
231470,411.813,,,,,,,,,0.0,,
231471,411.815,,0.0,,,,,,,,,
231472,411.817,0.0,,,,,,,,,,0.0
231473,411.818,,,,,0.0,,,,,,
231474,411.819,,,,,0.0,,,,,,
231475,411.82,,,1.0,,,,,,,,
231476,411.821,,,,,,,0.0,,,,
231477,411.823,,,,1.0,,,,,,,
231478,411.824,,,,,,,,0.0,,,
231479,411.825,,,,,,1.0,,,,,
231480,411.826,,0.0,,,,1.0,,,,,
231481,411.828,0.0,,,,,,,,,,
231482,411.831,,,,,,,,,,,0.0
231483,411.834,,,,,,,,,0.0,,
231484,411.836,,,,,0.0,,,,,,
231485,411.837,,0.0,1.0,,,,,,,,
231486,411.838,,,1.0,,,,,,,,
231487,411.839,0.0,,,1.0,,,,,,,
231488,411.84,,,,,,1.0,0.0,0.0,,,
231489,411.844,,,,,,,,,,,0.0
231490,411.848,,0.0,,,,,,,,,
231491,411.851,,,,,0.0,,,,,,
231492,411.853,,,,,,,0.0,,,,
231493,411.854,,,1.0,1.0,,,,0.0,,,
231494,411.856,,,,,,,,,0.0,,
231495,411.857,0.0,,,,,,,,,,
231496,411.858,,,,,,1.0,,,,,
231497,411.859,,0.0,,,,0.0,,,,,
231498,411.864,,,,,,,,,,,0.0
231499,411.865,0.0,,,,,,,,,,
231500,411.868,,,,,0.0,,,,,,
231501,411.87,,0.0,,,,,,,,,
231502,411.871,,,,,,,,0.0,,,
231503,411.873,,,,,,,0.0,,,,
231504,411.874,,,1.0,,,0.0,,,,,
231505,411.875,,,,1.0,,,,,,,
231506,411.876,0.0,,,,,,,,,,
231507,411.877,,,,,,,,,,,0.0
231508,411.878,,,,,,,,,0.0,,
231509,411.881,,0.0,,,,,,,,,
231510,411.882,,,,,0.0,,,,,,
231511,411.883,,,,1.0,,,,,,,
231512,411.884,,,,1.0,,,,,,,
231513,411.885,0.0,,,,,,,,,,
231514,411.888,,,,,,0.0,0.0,,,,
231515,411.89,,,,,,,,0.0,,,
231516,411.891,,,1.0,,,,,,,,
231517,411.893,,0.0,,,,,,,,,
231518,411.896,0.0,,,,0.0,,,,,,0.0
231519,411.897,,,,,,,,,,,0.0
231520,411.901,,,,,,,,,0.0,,
231521,411.902,,,,1.0,,0.0,0.0,,,,
231522,411.903,,0.0,,,,,,,,,
231523,411.906,0.0,,,,,,,,,,
231524,411.907,,,1.0,,,,,,,,
231525,411.909,,,,,,,,,,,0.0
231526,411.91,,,,,,,,,,,0.0
231527,411.911,,,,,0.0,,,,,,
231528,411.912,,,,,0.0,,,,,,
231529,411.913,,,,,,,,0.0,,,
231530,411.914,,,,,,,0.0,,,,
231531,411.915,,0.0,,,,,0.0,,,,
231532,411.918,,,,1.0,,0.0,,,,,
231533,411.919,,,,1.0,,,,,,,
231534,411.922,,,,,,,,,0.0,,0.0
231535,411.925,,0.0,1.0,,0.0,,,,,,
231536,411.926,,0.0,,,,,,,,,
231537,411.928,0.0,,,,,,0.0,,,,
231538,411.929,,,,,,,,0.0,,,
231539,411.934,,,,1.0,,,,,,,
231540,411.935,,,,1.0,,,,,,,
231541,411.936,,0.0,,,,0.0,,,,,0.0
231542,411.94,0.0,,,,,,,,,,
231543,411.941,,,0.0,,,,,,,,
231544,411.942,,,,,,,0.0,,,,
231545,411.944,,,,,,,,,0.0,,
231546,411.945,,,,,,,,0.0,,,
231547,411.946,,,,,0.0,,,,,,
231548,411.947,,,,,0.0,,,,,,
231549,411.948,,0.0,,,,,,,,,
231550,411.949,,,0.0,,,,,,,,0.0
231551,411.95,0.0,,,,,,0.0,,,,
231552,411.951,,,,,,0.0,,,,,
231553,411.952,,,,1.0,,,,,,,
231554,411.958,,0.0,,,,,,,,,
231555,411.96,,,,,0.0,,,0.0,,,
231556,411.962,0.0,,,,,,,,,,
231557,411.964,,,,,,,0.0,,,,0.0
231558,411.965,,,,,,,,,0.0,,
231559,411.967,,,0.0,,,,,,,,
231560,411.969,,0.0,,,,0.0,,,,,
231561,411.973,0.0,,,,,,,,,,
231562,411.975,,,,0.0,,,,,,,
231563,411.976,,,,0.0,,,,,,,
231564,411.977,,,,,,,,,,,0.0
231565,411.978,,,,,,,0.0,,,,0.0
231566,411.979,,,,,,,,0.0,,,
231567,411.98,,,,,0.0,,,,,,
231568,411.981,,0.0,,,0.0,,,,,,
231569,411.983,,,0.0,,,,,,,,
231570,411.984,0.0,,,,,,,,,,
231571,411.985,,,,,,0.0,,,,,
231572,411.987,,,,,,,,,0.0,,
231573,411.991,,,,1.0,,,,,,,
231574,411.992,,0.0,,1.0,,,,,,,
231575,411.994,,,,,0.0,,0.0,0.0,,,
231576,411.995,0.0,,,,,,,,,,
231577,411.997,,,,,,,,,,,0.0
231578,411.999,,,0.0,,,0.0,,,,,
231579,412.002,,0.0,,,,,,,,,
231580,412.003,,0.0,,,,,,,,,
231581,412.006,0.0,,,,,,,,,,
231582,412.007,,,,0.0,,,,,,,
231583,412.008,,,,,0.0,,0.0,,,,
231584,412.009,,,,,,,0.0,,,,
231585,412.01,,,,,,,,,,,0.0
231586,412.012,,,,,,,,0.0,,,
231587,412.013,,0.0,,,,,,,0.0,,
231588,412.014,,,,,,0.0,,,,,
231589,412.017,0.0,,,,,,,,,,
231590,412.019,,,0.0,,,,,,,,
231591,412.022,,,,,0.0,,,,,,
231592,412.023,,,,0.0,,,,,,,
231593,412.024,,0.0,,1.0,,,,,,,
231594,412.025,,,,,,,0.0,,,,
231595,412.028,0.0,,,,,,,,,,
231596,412.029,,,,,,0.0,,0.0,,,
231597,412.03,,,,,,,,,,,0.0
231598,412.031,,,,,,,,,,,0.0
231599,412.034,,,,,,,,,0.0,,
231600,412.035,,0.0,,,,,,,,,
231601,412.036,,,,,0.0,,,,,,
231602,412.037,,,,,0.0,,,,,,
231603,412.038,,,,,,,0.0,,,,
231604,412.04,0.0,,,,,,,,,,
231605,412.041,,,,1.0,,,,,,,
231606,412.042,,,0.0,,,,,,,,
231607,412.043,,,0.0,,,,,,,,0.0
231608,412.044,,,,,,,,0.0,,,
231609,412.046,,0.0,,,,,,,,,
231610,412.048,,,,,,0.0,,0.0,,,
231611,412.05,0.0,,,,0.0,,,,,,0.0
231612,412.051,0.0,,,,,,0.0,,,,
231613,412.057,,0.0,,,,,,,0.0,,
231614,412.059,,,0.0,,,,,,,,
231615,412.06,,,0.0,,,,,,,,
231616,412.062,0.0,,,,,,,,,,
231617,412.063,,,,1.0,,,,,,,0.0
