split,detector,model,fold,test_group,accuracy
All,sentemb_pca,LogReg,5,triad_06,0.363636
All,sentemb_pca,LogReg,6,triad_05,0.545455
All,sentemb_pca,LogReg,7,triad_13,0.454545
All,sentemb_pca,LogReg,8,triad_14,0.700000
All,sentemb_pca,LogReg,9,dyad_06,0.777778
All,sentemb_pca,LogReg,10,dyad_11,0.555556
All,sentemb_pca,LogReg,11,dyad_02,0.666667
All,sentemb_pca,LogReg,12,triad_07,1.000000
All,sentemb_pca,LogReg,13,triad_09,0.375000
All,sentemb_pca,LogReg,14,triad_12,0.750000
All,sentemb_pca,LogReg,15,triad_02,1.000000
All,sentemb_pca,LogReg,16,dyad_10,1.000000
All,sentemb_pca,LogReg,17,triad_08,1.000000
All,sentemb_pca,LogReg,18,triad_10,0.714286
All,sentemb_pca,LogReg,19,triad_11,0.750000
All,sentemb_pca,NB,0,triad_01,0.461538
All,sentemb_pca,NB,1,dyad_03,0.583333
All,sentemb_pca,NB,2,dyad_04,0.636364
All,sentemb_pca,NB,3,dyad_05,0.727273
All,sentemb_pca,NB,4,dyad_07,0.727273
All,sentemb_pca,NB,5,triad_06,0.363636
All,sentemb_pca,NB,6,triad_05,0.454545
All,sentemb_pca,NB,7,triad_13,0.272727
All,sentemb_pca,NB,8,triad_14,0.800000
All,sentemb_pca,NB,9,dyad_06,0.888889
All,sentemb_pca,NB,10,dyad_11,0.666667
All,sentemb_pca,NB,11,dyad_02,0.222222
All,sentemb_pca,NB,12,triad_07,0.750000
All,sentemb_pca,NB,13,triad_09,0.375000
All,sentemb_pca,NB,14,triad_12,0.625000
All,sentemb_pca,NB,15,triad_02,1.000000
All,sentemb_pca,NB,16,dyad_10,0.714286
All,sentemb_pca,NB,17,triad_08,1.000000
All,sentemb_pca,NB,18,triad_10,0.714286
All,sentemb_pca,NB,19,triad_11,0.250000
D,audio+linguistic+GazexSpeaking_sel,QDA,0,dyad_03,0.833333
D,audio+linguistic+GazexSpeaking_sel,QDA,1,dyad_07,0.636364
D,audio+linguistic+GazexSpeaking_sel,QDA,2,dyad_05,0.727273
D,audio+linguistic+GazexSpeaking_sel,QDA,3,dyad_04,0.636364
D,audio+linguistic+GazexSpeaking_sel,QDA,4,dyad_11,0.777778
D,audio+linguistic+GazexSpeaking_sel,QDA,5,dyad_06,0.888889
D,audio+linguistic+GazexSpeaking_sel,QDA,6,dyad_02,0.888889
D,audio+linguistic+GazexSpeaking_sel,QDA,7,dyad_10,1.000000
D,audio+linguistic+GazexSpeaking_sel,SVM,0,dyad_03,0.750000
D,audio+linguistic+GazexSpeaking_sel,SVM,1,dyad_07,0.636364
D,audio+linguistic+GazexSpeaking_sel,SVM,2,dyad_05,0.636364
D,audio+linguistic+GazexSpeaking_sel,SVM,3,dyad_04,0.636364
D,audio+linguistic+GazexSpeaking_sel,SVM,4,dyad_11,0.666667
D,audio+linguistic+GazexSpeaking_sel,SVM,5,dyad_06,0.888889
D,audio+linguistic+GazexSpeaking_sel,SVM,6,dyad_02,0.777778
D,audio+linguistic+GazexSpeaking_sel,SVM,7,dyad_10,1.000000
D,audio+linguistic+GazexSpeaking_sel,LogReg,0,dyad_03,0.750000
D,audio+linguistic+GazexSpeaking_sel,LogReg,1,dyad_07,0.636364
D,audio+linguistic+GazexSpeaking_sel,LogReg,2,dyad_05,0.454545
D,audio+linguistic+GazexSpeaking_sel,LogReg,3,dyad_04,0.363636
D,audio+linguistic+GazexSpeaking_sel,LogReg,4,dyad_11,0.666667
D,audio+linguistic+GazexSpeaking_sel,LogReg,5,dyad_06,0.888889
D,audio+linguistic+GazexSpeaking_sel,LogReg,6,dyad_02,0.888889
D,audio+linguistic+GazexSpeaking_sel,LogReg,7,dyad_10,0.857143
D,audio+linguistic+GazexSpeaking_sel,NB,0,dyad_03,0.666667
D,audio+linguistic+GazexSpeaking_sel,NB,1,dyad_07,0.636364
D,audio+linguistic+GazexSpeaking_sel,NB,2,dyad_05,0.636364
D,audio+linguistic+GazexSpeaking_sel,NB,3,dyad_04,0.636364
D,audio+linguistic+GazexSpeaking_sel,NB,4,dyad_11,0.666667
D,audio+linguistic+GazexSpeaking_sel,NB,5,dyad_06,0.888889
D,audio+linguistic+GazexSpeaking_sel,NB,6,dyad_02,0.888889
D,audio+linguistic+GazexSpeaking_sel,NB,7,dyad_10,0.571429
T,audio+linguistic_sel,QDA,0,triad_01,0.923077
T,audio+linguistic_sel,QDA,1,triad_13,0.636364
T,audio+linguistic_sel,QDA,2,triad_06,0.909091
T,audio+linguistic_sel,QDA,3,triad_05,0.454545
T,audio+linguistic_sel,QDA,4,triad_14,0.800000
T,audio+linguistic_sel,QDA,5,triad_12,0.750000
T,audio+linguistic_sel,QDA,6,triad_09,0.500000
T,audio+linguistic_sel,QDA,7,triad_07,0.750000
T,audio+linguistic_sel,QDA,8,triad_02,1.000000
T,audio+linguistic_sel,QDA,9,triad_10,1.000000
T,audio+linguistic_sel,QDA,10,triad_08,1.000000
T,audio+linguistic_sel,QDA,11,triad_11,0.250000
T,audio+linguistic_sel,SVM,0,triad_01,0.615385
T,audio+linguistic_sel,SVM,1,triad_13,0.636364
T,audio+linguistic_sel,SVM,2,triad_06,0.727273
T,audio+linguistic_sel,SVM,3,triad_05,0.454545
T,audio+linguistic_sel,SVM,4,triad_14,0.900000
T,audio+linguistic_sel,SVM,5,triad_12,1.000000
T,audio+linguistic_sel,SVM,6,triad_09,0.500000
T,audio+linguistic_sel,SVM,7,triad_07,0.750000
T,audio+linguistic_sel,SVM,8,triad_02,1.000000
T,audio+linguistic_sel,SVM,9,triad_10,1.000000
T,audio+linguistic_sel,SVM,10,triad_08,1.000000
T,audio+linguistic_sel,SVM,11,triad_11,0.000000
T,audio+linguistic_sel,LogReg,0,triad_01,0.692308
T,audio+linguistic_sel,LogReg,1,triad_13,0.636364
T,audio+linguistic_sel,LogReg,2,triad_06,0.818182
T,audio+linguistic_sel,LogReg,3,triad_05,0.454545
T,audio+linguistic_sel,LogReg,4,triad_14,0.700000
T,audio+linguistic_sel,LogReg,5,triad_12,0.750000
T,audio+linguistic_sel,LogReg,6,triad_09,0.750000
T,audio+linguistic_sel,LogReg,7,triad_07,0.750000
T,audio+linguistic_sel,LogReg,8,triad_02,1.000000
T,audio+linguistic_sel,LogReg,9,triad_10,0.714286
T,audio+linguistic_sel,LogReg,10,triad_08,1.000000
T,audio+linguistic_sel,LogReg,11,triad_11,0.250000
T,audio+linguistic_sel,NB,0,triad_01,0.846154
T,audio+linguistic_sel,NB,1,triad_13,0.545455
T,audio+linguistic_sel,NB,2,triad_06,1.000000
T,audio+linguistic_sel,NB,3,triad_05,0.454545
T,audio+linguistic_sel,NB,4,triad_14,0.900000
T,audio+linguistic_sel,NB,5,triad_12,0.750000
T,audio+linguistic_sel,NB,6,triad_09,0.875000
T,audio+linguistic_sel,NB,7,triad_07,0.750000
T,audio+linguistic_sel,NB,8,triad_02,1.000000
T,audio+linguistic_sel,NB,9,triad_10,1.000000
T,audio+linguistic_sel,NB,10,triad_08,1.000000
T,audio+linguistic_sel,NB,11,triad_11,0.000000
T,linguistic+GazexSpeaking_sel,QDA,0,triad_01,0.692308
T,linguistic+GazexSpeaking_sel,QDA,1,triad_13,0.545455
T,linguistic+GazexSpeaking_sel,QDA,2,triad_06,1.000000
T,linguistic+GazexSpeaking_sel,QDA,3,triad_05,0.363636
T,linguistic+GazexSpeaking_sel,QDA,4,triad_14,0.800000
T,linguistic+GazexSpeaking_sel,QDA,5,triad_12,0.750000
T,linguistic+GazexSpeaking_sel,QDA,6,triad_09,0.750000
T,linguistic+GazexSpeaking_sel,QDA,7,triad_07,0.750000
T,linguistic+GazexSpeaking_sel,QDA,8,triad_02,1.000000
T,linguistic+GazexSpeaking_sel,QDA,9,triad_10,1.000000
T,linguistic+GazexSpeaking_sel,QDA,10,triad_08,1.000000
T,linguistic+GazexSpeaking_sel,QDA,11,triad_11,0.250000
T,linguistic+GazexSpeaking_sel,SVM,0,triad_01,0.692308
T,linguistic+GazexSpeaking_sel,SVM,1,triad_13,0.545455
T,linguistic+GazexSpeaking_sel,SVM,2,triad_06,0.636364
T,linguistic+GazexSpeaking_sel,SVM,3,triad_05,0.454545
T,linguistic+GazexSpeaking_sel,SVM,4,triad_14,1.000000
T,linguistic+GazexSpeaking_sel,SVM,5,triad_12,0.750000
T,linguistic+GazexSpeaking_sel,SVM,6,triad_09,0.125000
T,linguistic+GazexSpeaking_sel,SVM,7,triad_07,0.750000
T,linguistic+GazexSpeaking_sel,SVM,8,triad_02,0.875000
T,linguistic+GazexSpeaking_sel,SVM,9,triad_10,1.000000
T,linguistic+GazexSpeaking_sel,SVM,10,triad_08,1.000000
T,linguistic+GazexSpeaking_sel,SVM,11,triad_11,0.250000
T,linguistic+GazexSpeaking_sel,LogReg,0,triad_01,0.692308
T,linguistic+GazexSpeaking_sel,LogReg,1,triad_13,0.545455
T,linguistic+GazexSpeaking_sel,LogReg,2,triad_06,0.818182
T,linguistic+GazexSpeaking_sel,LogReg,3,triad_05,0.363636
T,linguistic+GazexSpeaking_sel,LogReg,4,triad_14,0.900000
T,linguistic+GazexSpeaking_sel,LogReg,5,triad_12,0.625000
T,linguistic+GazexSpeaking_sel,LogReg,6,triad_09,0.750000
T,linguistic+GazexSpeaking_sel,LogReg,7,triad_07,0.750000
T,linguistic+GazexSpeaking_sel,LogReg,8,triad_02,1.000000
T,linguistic+GazexSpeaking_sel,LogReg,9,triad_10,0.857143
T,linguistic+GazexSpeaking_sel,LogReg,10,triad_08,1.000000
T,linguistic+GazexSpeaking_sel,LogReg,11,triad_11,0.500000
T,linguistic+GazexSpeaking_sel,NB,0,triad_01,0.769231
T,linguistic+GazexSpeaking_sel,NB,1,triad_13,0.545455
T,linguistic+GazexSpeaking_sel,NB,2,triad_06,1.000000
T,linguistic+GazexSpeaking_sel,NB,3,triad_05,0.363636
T,linguistic+GazexSpeaking_sel,NB,4,triad_14,0.900000
T,linguistic+GazexSpeaking_sel,NB,5,triad_12,0.750000
T,linguistic+GazexSpeaking_sel,NB,6,triad_09,0.875000
T,linguistic+GazexSpeaking_sel,NB,7,triad_07,0.750000
T,linguistic+GazexSpeaking_sel,NB,8,triad_02,1.000000
T,linguistic+GazexSpeaking_sel,NB,9,triad_10,1.000000
T,linguistic+GazexSpeaking_sel,NB,10,triad_08,1.000000
T,linguistic+GazexSpeaking_sel,NB,11,triad_11,0.000000
All,linguistic_sel,QDA,0,triad_01,0.923077
All,linguistic_sel,QDA,1,dyad_03,0.833333
All,linguistic_sel,QDA,2,dyad_04,0.545455
All,linguistic_sel,QDA,3,dyad_05,0.636364
All,linguistic_sel,QDA,4,dyad_07,0.545455
All,linguistic_sel,QDA,5,triad_06,1.000000
All,linguistic_sel,QDA,6,triad_05,0.363636
All,linguistic_sel,QDA,7,triad_13,0.545455
All,linguistic_sel,QDA,8,triad_14,0.900000
All,linguistic_sel,QDA,9,dyad_06,0.888889
All,linguistic_sel,QDA,10,dyad_11,0.777778
All,linguistic_sel,QDA,11,dyad_02,0.555556
All,linguistic_sel,QDA,12,triad_07,0.750000
All,linguistic_sel,QDA,13,triad_09,0.875000
All,linguistic_sel,QDA,14,triad_12,0.750000
All,linguistic_sel,QDA,15,triad_02,1.000000
All,linguistic_sel,QDA,16,dyad_10,1.000000
All,linguistic_sel,QDA,17,triad_08,1.000000
All,linguistic_sel,QDA,18,triad_10,1.000000
All,linguistic_sel,QDA,19,triad_11,0.500000
All,linguistic_sel,SVM,0,triad_01,0.846154
All,linguistic_sel,SVM,1,dyad_03,0.750000
All,linguistic_sel,SVM,2,dyad_04,0.636364
All,linguistic_sel,SVM,3,dyad_05,0.636364
All,linguistic_sel,SVM,4,dyad_07,0.454545
All,linguistic_sel,SVM,5,triad_06,1.000000
All,linguistic_sel,SVM,6,triad_05,0.454545
All,linguistic_sel,SVM,7,triad_13,0.636364
All,linguistic_sel,SVM,8,triad_14,0.900000
All,linguistic_sel,SVM,9,dyad_06,0.888889
All,linguistic_sel,SVM,10,dyad_11,0.777778
All,linguistic_sel,SVM,11,dyad_02,0.555556
All,linguistic_sel,SVM,12,triad_07,0.750000
All,linguistic_sel,SVM,13,triad_09,0.875000
All,linguistic_sel,SVM,14,triad_12,0.875000
All,linguistic_sel,SVM,15,triad_02,1.000000
All,linguistic_sel,SVM,16,dyad_10,1.000000
All,linguistic_sel,SVM,17,triad_08,1.000000
All,linguistic_sel,SVM,18,triad_10,1.000000
All,linguistic_sel,SVM,19,triad_11,0.250000
All,linguistic_sel,LogReg,0,triad_01,0.846154
All,linguistic_sel,LogReg,1,dyad_03,0.666667
All,linguistic_sel,LogReg,2,dyad_04,0.454545
All,linguistic_sel,LogReg,3,dyad_05,0.818182
All,linguistic_sel,LogReg,4,dyad_07,0.454545
All,linguistic_sel,LogReg,5,triad_06,0.909091
All,linguistic_sel,LogReg,6,triad_05,0.545455
All,linguistic_sel,LogReg,7,triad_13,0.636364
All,linguistic_sel,LogReg,8,triad_14,0.900000
All,linguistic_sel,LogReg,9,dyad_06,0.888889
All,linguistic_sel,LogReg,10,dyad_11,0.666667
All,linguistic_sel,LogReg,11,dyad_02,0.444444
All,linguistic_sel,LogReg,12,triad_07,0.750000
All,linguistic_sel,LogReg,13,triad_09,0.875000
All,linguistic_sel,LogReg,14,triad_12,0.750000
All,linguistic_sel,LogReg,15,triad_02,1.000000
All,linguistic_sel,LogReg,16,dyad_10,1.000000
All,linguistic_sel,LogReg,17,triad_08,1.000000
All,linguistic_sel,LogReg,18,triad_10,1.000000
All,linguistic_sel,LogReg,19,triad_11,0.250000
All,linguistic_sel,NB,0,triad_01,0.846154
All,linguistic_sel,NB,1,dyad_03,0.833333
All,linguistic_sel,NB,2,dyad_04,0.636364
All,linguistic_sel,NB,3,dyad_05,0.636364
All,linguistic_sel,NB,4,dyad_07,0.454545
All,linguistic_sel,NB,5,triad_06,1.000000
All,linguistic_sel,NB,6,triad_05,0.363636
All,linguistic_sel,NB,7,triad_13,0.545455
All,linguistic_sel,NB,8,triad_14,0.900000
All,linguistic_sel,NB,9,dyad_06,0.888889
All,linguistic_sel,NB,10,dyad_11,0.777778
All,linguistic_sel,NB,11,dyad_02,0.444444
All,linguistic_sel,NB,12,triad_07,0.750000
All,linguistic_sel,NB,13,triad_09,0.875000
All,linguistic_sel,NB,14,triad_12,0.625000
All,linguistic_sel,NB,15,triad_02,1.000000
All,linguistic_sel,NB,16,dyad_10,1.000000
All,linguistic_sel,NB,17,triad_08,1.000000
All,linguistic_sel,NB,18,triad_10,1.000000
All,linguistic_sel,NB,19,triad_11,0.250000
T,audio+linguistic+GazexSpeaking_sel,QDA,0,triad_01,0.769231
T,audio+linguistic+GazexSpeaking_sel,QDA,1,triad_13,0.545455
T,audio+linguistic+GazexSpeaking_sel,QDA,2,triad_06,0.636364
T,audio+linguistic+GazexSpeaking_sel,QDA,3,triad_05,0.454545
T,audio+linguistic+GazexSpeaking_sel,QDA,4,triad_14,0.700000
T,audio+linguistic+GazexSpeaking_sel,QDA,5,triad_12,0.750000
T,audio+linguistic+GazexSpeaking_sel,QDA,6,triad_09,0.625000
T,audio+linguistic+GazexSpeaking_sel,QDA,7,triad_07,0.750000
T,audio+linguistic+GazexSpeaking_sel,QDA,8,triad_02,1.000000
T,audio+linguistic+GazexSpeaking_sel,QDA,9,triad_10,1.000000
T,audio+linguistic+GazexSpeaking_sel,QDA,10,triad_08,1.000000
T,audio+linguistic+GazexSpeaking_sel,QDA,11,triad_11,0.250000
T,audio+linguistic+GazexSpeaking_sel,SVM,0,triad_01,0.769231
T,audio+linguistic+GazexSpeaking_sel,SVM,1,triad_13,0.545455
T,audio+linguistic+GazexSpeaking_sel,SVM,2,triad_06,0.818182
T,audio+linguistic+GazexSpeaking_sel,SVM,3,triad_05,0.454545
T,audio+linguistic+GazexSpeaking_sel,SVM,4,triad_14,0.900000
T,audio+linguistic+GazexSpeaking_sel,SVM,5,triad_12,0.875000
T,audio+linguistic+GazexSpeaking_sel,SVM,6,triad_09,0.625000
T,audio+linguistic+GazexSpeaking_sel,SVM,7,triad_07,0.625000
T,audio+linguistic+GazexSpeaking_sel,SVM,8,triad_02,1.000000
T,audio+linguistic+GazexSpeaking_sel,SVM,9,triad_10,1.000000
T,audio+linguistic+GazexSpeaking_sel,SVM,10,triad_08,1.000000
T,audio+linguistic+GazexSpeaking_sel,SVM,11,triad_11,0.000000
T,audio+linguistic+GazexSpeaking_sel,LogReg,0,triad_01,0.692308
T,audio+linguistic+GazexSpeaking_sel,LogReg,1,triad_13,0.545455
T,audio+linguistic+GazexSpeaking_sel,LogReg,2,triad_06,0.727273
T,audio+linguistic+GazexSpeaking_sel,LogReg,3,triad_05,0.363636
T,audio+linguistic+GazexSpeaking_sel,LogReg,4,triad_14,0.900000
T,audio+linguistic+GazexSpeaking_sel,LogReg,5,triad_12,0.750000
T,audio+linguistic+GazexSpeaking_sel,LogReg,6,triad_09,0.375000
T,audio+linguistic+GazexSpeaking_sel,LogReg,7,triad_07,0.625000
T,audio+linguistic+GazexSpeaking_sel,LogReg,8,triad_02,1.000000
T,audio+linguistic+GazexSpeaking_sel,LogReg,9,triad_10,0.857143
T,audio+linguistic+GazexSpeaking_sel,LogReg,10,triad_08,1.000000
T,audio+linguistic+GazexSpeaking_sel,LogReg,11,triad_11,0.250000
T,audio+linguistic+GazexSpeaking_sel,NB,0,triad_01,0.769231
T,audio+linguistic+GazexSpeaking_sel,NB,1,triad_13,0.545455
T,audio+linguistic+GazexSpeaking_sel,NB,2,triad_06,1.000000
T,audio+linguistic+GazexSpeaking_sel,NB,3,triad_05,0.454545
T,audio+linguistic+GazexSpeaking_sel,NB,4,triad_14,0.900000
T,audio+linguistic+GazexSpeaking_sel,NB,5,triad_12,0.750000
T,audio+linguistic+GazexSpeaking_sel,NB,6,triad_09,0.875000
T,audio+linguistic+GazexSpeaking_sel,NB,7,triad_07,0.750000
T,audio+linguistic+GazexSpeaking_sel,NB,8,triad_02,1.000000
T,audio+linguistic+GazexSpeaking_sel,NB,9,triad_10,1.000000
T,audio+linguistic+GazexSpeaking_sel,NB,10,triad_08,1.000000
T,audio+linguistic+GazexSpeaking_sel,NB,11,triad_11,0.000000
All,emow2v_pca,QDA,0,triad_01,0.692308
All,emow2v_pca,QDA,1,dyad_03,0.833333
All,emow2v_pca,QDA,2,dyad_04,0.545455
All,emow2v_pca,QDA,3,dyad_05,0.636364
All,emow2v_pca,QDA,4,dyad_07,0.636364
All,emow2v_pca,QDA,5,triad_06,0.636364
All,emow2v_pca,QDA,6,triad_05,0.454545
All,emow2v_pca,QDA,7,triad_13,0.545455
All,emow2v_pca,QDA,8,triad_14,0.700000
All,emow2v_pca,QDA,9,dyad_06,0.777778
All,emow2v_pca,QDA,10,dyad_11,0.555556
All,emow2v_pca,QDA,11,dyad_02,0.888889
All,emow2v_pca,QDA,12,triad_07,0.875000
All,emow2v_pca,QDA,13,triad_09,0.750000
All,emow2v_pca,QDA,14,triad_12,0.625000
All,emow2v_pca,QDA,15,triad_02,0.500000
All,emow2v_pca,QDA,16,dyad_10,0.714286
All,emow2v_pca,QDA,17,triad_08,0.714286
All,emow2v_pca,QDA,18,triad_10,0.857143
All,emow2v_pca,QDA,19,triad_11,0.000000
All,emow2v_pca,SVM,0,triad_01,0.769231
All,emow2v_pca,SVM,1,dyad_03,0.166667
All,emow2v_pca,SVM,2,dyad_04,0.363636
All,emow2v_pca,SVM,3,dyad_05,0.727273
All,emow2v_pca,SVM,4,dyad_07,0.363636
All,emow2v_pca,SVM,5,triad_06,1.000000
All,emow2v_pca,SVM,6,triad_05,0.363636
All,emow2v_pca,SVM,7,triad_13,0.545455
All,emow2v_pca,SVM,8,triad_14,0.800000
All,emow2v_pca,SVM,9,dyad_06,0.888889
All,emow2v_pca,SVM,10,dyad_11,0.444444
All,emow2v_pca,SVM,11,dyad_02,0.888889
All,emow2v_pca,SVM,12,triad_07,0.750000
All,emow2v_pca,SVM,13,triad_09,0.750000
All,emow2v_pca,SVM,14,triad_12,0.625000
All,emow2v_pca,SVM,15,triad_02,1.000000
All,emow2v_pca,SVM,16,dyad_10,0.714286
All,emow2v_pca,SVM,17,triad_08,1.000000
All,emow2v_pca,SVM,18,triad_10,0.857143
All,emow2v_pca,SVM,19,triad_11,0.000000
All,emow2v_pca,LogReg,0,triad_01,0.769231
All,emow2v_pca,LogReg,1,dyad_03,0.166667
All,emow2v_pca,LogReg,2,dyad_04,0.454545
All,emow2v_pca,LogReg,3,dyad_05,0.636364
All,emow2v_pca,LogReg,4,dyad_07,0.181818
All,emow2v_pca,LogReg,5,triad_06,0.545455
All,emow2v_pca,LogReg,6,triad_05,0.454545
All,emow2v_pca,LogReg,7,triad_13,0.545455
All,emow2v_pca,LogReg,8,triad_14,0.700000
All,emow2v_pca,LogReg,9,dyad_06,0.888889
All,emow2v_pca,LogReg,10,dyad_11,0.444444
All,emow2v_pca,LogReg,11,dyad_02,0.777778
All,emow2v_pca,LogReg,12,triad_07,0.875000
All,emow2v_pca,LogReg,13,triad_09,0.750000
All,emow2v_pca,LogReg,14,triad_12,0.875000
All,emow2v_pca,LogReg,15,triad_02,1.000000
All,emow2v_pca,LogReg,16,dyad_10,0.714286
All,emow2v_pca,LogReg,17,triad_08,1.000000
All,emow2v_pca,LogReg,18,triad_10,0.857143
All,emow2v_pca,LogReg,19,triad_11,0.000000
All,emow2v_pca,NB,0,triad_01,0.846154
All,emow2v_pca,NB,1,dyad_03,0.500000
All,emow2v_pca,NB,2,dyad_04,0.454545
All,emow2v_pca,NB,3,dyad_05,0.545455
All,emow2v_pca,NB,4,dyad_07,0.454545
All,emow2v_pca,NB,5,triad_06,1.000000
All,emow2v_pca,NB,6,triad_05,0.454545
All,emow2v_pca,NB,7,triad_13,0.545455
All,emow2v_pca,NB,8,triad_14,0.800000
All,emow2v_pca,NB,9,dyad_06,0.888889
All,emow2v_pca,NB,10,dyad_11,0.333333
All,emow2v_pca,NB,11,dyad_02,0.888889
All,emow2v_pca,NB,12,triad_07,0.750000
All,emow2v_pca,NB,13,triad_09,0.750000
All,emow2v_pca,NB,14,triad_12,0.500000
All,emow2v_pca,NB,15,triad_02,1.000000
All,emow2v_pca,NB,16,dyad_10,0.714286
All,emow2v_pca,NB,17,triad_08,0.571429
All,emow2v_pca,NB,18,triad_10,0.857143
All,emow2v_pca,NB,19,triad_11,0.000000
All,audio+linguistic_sel,QDA,0,triad_01,0.923077
All,audio+linguistic_sel,QDA,1,dyad_03,0.583333
All,audio+linguistic_sel,QDA,2,dyad_04,0.545455
All,audio+linguistic_sel,QDA,3,dyad_05,0.545455
All,audio+linguistic_sel,QDA,4,dyad_07,0.545455
All,audio+linguistic_sel,QDA,5,triad_06,1.000000
All,audio+linguistic_sel,QDA,6,triad_05,0.363636
All,audio+linguistic_sel,QDA,7,triad_13,0.636364
All,audio+linguistic_sel,QDA,8,triad_14,0.900000
All,audio+linguistic_sel,QDA,9,dyad_06,0.888889
All,audio+linguistic_sel,QDA,10,dyad_11,0.666667
All,audio+linguistic_sel,QDA,11,dyad_02,0.444444
All,audio+linguistic_sel,QDA,12,triad_07,0.750000
All,audio+linguistic_sel,QDA,13,triad_09,0.875000
All,audio+linguistic_sel,QDA,14,triad_12,0.750000
All,audio+linguistic_sel,QDA,15,triad_02,1.000000
All,audio+linguistic_sel,QDA,16,dyad_10,0.857143
All,audio+linguistic_sel,QDA,17,triad_08,0.571429
All,audio+linguistic_sel,QDA,18,triad_10,0.714286
All,audio+linguistic_sel,QDA,19,triad_11,0.250000
All,audio+linguistic_sel,SVM,0,triad_01,0.923077
All,audio+linguistic_sel,SVM,1,dyad_03,0.666667
All,audio+linguistic_sel,SVM,2,dyad_04,0.454545
All,audio+linguistic_sel,SVM,3,dyad_05,0.636364
All,audio+linguistic_sel,SVM,4,dyad_07,0.454545
All,audio+linguistic_sel,SVM,5,triad_06,1.000000
All,audio+linguistic_sel,SVM,6,triad_05,0.454545
All,audio+linguistic_sel,SVM,7,triad_13,0.636364
All,audio+linguistic_sel,SVM,8,triad_14,0.900000
All,audio+linguistic_sel,SVM,9,dyad_06,0.888889
All,audio+linguistic_sel,SVM,10,dyad_11,0.777778
All,audio+linguistic_sel,SVM,11,dyad_02,0.444444
All,audio+linguistic_sel,SVM,12,triad_07,0.750000
All,audio+linguistic_sel,SVM,13,triad_09,0.875000
All,audio+linguistic_sel,SVM,14,triad_12,0.625000
All,audio+linguistic_sel,SVM,15,triad_02,1.000000
All,audio+linguistic_sel,SVM,16,dyad_10,1.000000
All,audio+linguistic_sel,SVM,17,triad_08,0.571429
All,audio+linguistic_sel,SVM,18,triad_10,0.714286
All,audio+linguistic_sel,SVM,19,triad_11,0.000000
All,audio+linguistic_sel,LogReg,0,triad_01,0.692308
All,audio+linguistic_sel,LogReg,1,dyad_03,0.833333
All,audio+linguistic_sel,LogReg,2,dyad_04,0.454545
All,audio+linguistic_sel,LogReg,3,dyad_05,0.727273
All,audio+linguistic_sel,LogReg,4,dyad_07,0.454545
All,audio+linguistic_sel,LogReg,5,triad_06,1.000000
All,audio+linguistic_sel,LogReg,6,triad_05,0.545455
All,audio+linguistic_sel,LogReg,7,triad_13,0.636364
All,audio+linguistic_sel,LogReg,8,triad_14,0.800000
All,audio+linguistic_sel,LogReg,9,dyad_06,0.888889
All,audio+linguistic_sel,LogReg,10,dyad_11,0.555556
All,audio+linguistic_sel,LogReg,11,dyad_02,0.444444
All,audio+linguistic_sel,LogReg,12,triad_07,0.750000
All,audio+linguistic_sel,LogReg,13,triad_09,0.750000
All,audio+linguistic_sel,LogReg,14,triad_12,0.625000
All,audio+linguistic_sel,LogReg,15,triad_02,1.000000
All,audio+linguistic_sel,LogReg,16,dyad_10,1.000000
All,audio+linguistic_sel,LogReg,17,triad_08,0.714286
All,audio+linguistic_sel,LogReg,18,triad_10,0.857143
All,audio+linguistic_sel,LogReg,19,triad_11,0.000000
All,audio+linguistic_sel,NB,0,triad_01,0.923077
All,audio+linguistic_sel,NB,1,dyad_03,0.750000
All,audio+linguistic_sel,NB,2,dyad_04,0.636364
All,audio+linguistic_sel,NB,3,dyad_05,0.636364
All,audio+linguistic_sel,NB,4,dyad_07,0.454545
All,audio+linguistic_sel,NB,5,triad_06,0.909091
All,audio+linguistic_sel,NB,6,triad_05,0.454545
All,audio+linguistic_sel,NB,7,triad_13,0.545455
All,audio+linguistic_sel,NB,8,triad_14,0.900000
All,audio+linguistic_sel,NB,9,dyad_06,0.888889
All,audio+linguistic_sel,NB,10,dyad_11,0.555556
All,audio+linguistic_sel,NB,11,dyad_02,0.444444
All,audio+linguistic_sel,NB,12,triad_07,0.750000
All,audio+linguistic_sel,NB,13,triad_09,0.750000
All,audio+linguistic_sel,NB,14,triad_12,0.625000
All,audio+linguistic_sel,NB,15,triad_02,0.875000
All,audio+linguistic_sel,NB,16,dyad_10,0.857143
All,audio+linguistic_sel,NB,17,triad_08,0.571429
All,audio+linguistic_sel,NB,18,triad_10,0.714286
All,audio+linguistic_sel,NB,19,triad_11,0.000000
All,linguistic+GazexSpeaking_sel,QDA,0,triad_01,0.846154
All,linguistic+GazexSpeaking_sel,QDA,1,dyad_03,0.833333
All,linguistic+GazexSpeaking_sel,QDA,2,dyad_04,0.727273
All,linguistic+GazexSpeaking_sel,QDA,3,dyad_05,0.727273
All,linguistic+GazexSpeaking_sel,QDA,4,dyad_07,0.636364
All,linguistic+GazexSpeaking_sel,QDA,5,triad_06,1.000000
All,linguistic+GazexSpeaking_sel,QDA,6,triad_05,0.363636
All,linguistic+GazexSpeaking_sel,QDA,7,triad_13,0.545455
All,linguistic+GazexSpeaking_sel,QDA,8,triad_14,0.900000
